Ano;País de Destino;Categoria de Carne;Faturamento (US$);Volume (Kg)
2020;Omã;Carne de Aves;2328281;1799810
2020;Reino Unido;Carne de Aves;2322956;1193057
2020;Barein;Carne de Aves;2299123;1567832
2020;Angola;Carne de Aves;2281407;3849863
2020;China;Carne de Aves;1833341;1419913
2020;Macedônia;Carne de Aves;1815615;1274858
2020;Angola;Carne de Aves;1767155;2369134
2020;Granada;Carne de Aves;1685257;1059736
2020;Emirados Árabes Unidos;Outras Carnes e Miudezas;1666211;776487
2020;Congo, República Democrática;Carne de Aves;1601098;2067022
2020;Albânia;Carne de Aves;1527679;914446
2020;Líbano;Carne de Aves;1500320;1069632
2020;Hong Kong;Outras Carnes e Miudezas;1490988;501803
2020;Antígua e Barbuda;Carne de Aves;1489783;913789
2020;Angola;Outras Carnes e Miudezas;1451791;2472578
2020;Emirados Árabes Unidos;Carne Suína;1405623;662063
2020;Haiti;Carne de Aves;1396486;3529811
2020;Mauritânia;Carne de Aves;1369443;1137082
2020;Afeganistão;Carne de Aves;1333573;1023785
2020;Aruba;Carne de Aves;1230401;875860
2020;Maldivas;Carne de Aves;1179437;670365
2020;Gabão;Carne de Aves;1126240;1297052
2020;Gabão;Carne Suína;1070561;884685
2020;Hong Kong;Carne de Aves;1059179;817449
2020;Mayotte;Carne de Aves;1054472;538170
2020;Iraque;Carne de Aves;995360;706530
2020;Sint Maarten;Carne de Aves;991203;563048
2020;Catar;Carne de Aves;984472;375042
2020;Costa do Marfim;Carne Suína;977836;1810165
2020;Alemanha;Outras Carnes e Miudezas;965923;505545
2020;Gana;Carne de Aves;952961;1180883
2020;Uruguai;Carne de Aves;939821;759146
2020;São Cristóvão e Névis;Carne de Aves;924494;581288
2020;Serra Leoa;Carne de Aves;914062;1143415
2020;Uruguai;Carne Bovina;879106;227304
2020;Filipinas;Outras Carnes e Miudezas;844605;2812440
2020;África do Sul;Carne Suína;825476;260800
2020;Albânia;Carne Suína;802440;430321
2020;Congo;Carne de Aves;797489;993561
2020;Dominica;Carne de Aves;769702;447594
2020;Filipinas;Outras Carnes e Miudezas;766109;1161120
2020;Guiné Equatorial;Carne de Aves;761267;931274
2020;Tailândia;Outras Carnes e Miudezas;758621;1014429
2020;Egito;Carne Bovina;754086;216012
2020;Coveite (Kuweit);Carne de Aves;737277;267432
2020;Guiné Equatorial;Carne de Aves;731334;638641
2020;Angola;Carne de Aves;713914;600851
2020;Camboja;Carne de Aves;709219;771977
2020;Congo;Carne Suína;681013;726652
2020;Maldivas;Carne de Aves;676479;556218
2020;Tailândia;Carne de Aves;667549;747435
2020;Haiti;Carne Suína;646067;1364891
2020;Malásia;Carne de Aves;618864;387793
2020;Suíça;Outras Carnes e Miudezas;607797;207900
2020;Chade;Carne de Aves;606594;491622
2020;Sint Maarten;Carne Suína;587827;281309
2020;Afeganistão;Carne de Aves;570571;312021
2020;Libéria;Outras Carnes e Miudezas;551666;870236
2020;Haiti;Outras Carnes e Miudezas;527387;1240734
2020;Suriname;Carne de Aves;526786;311983
2020;Iêmen;Carne de Aves;524476;326990
2020;África do Sul;Carne de Aves;518512;414566
2020;Congo;Carne de Aves;498349;431895
2020;Quênia;Carne de Aves;483089;389270
2020;Coreia do Sul;Outras Carnes e Miudezas;474334;435006
2020;Benin;Carne de Aves;472321;568426
2020;Moldávia;Carne de Aves;468527;293162
2020;Gana;Carne de Aves;443654;502689
2020;Hong Kong;Carne Bovina;443142;126034
2020;Seicheles;Carne de Aves;442313;321664
2020;Singapura;Carne Suína;433249;413046
2020;Azerbaijão;Carne de Aves;425554;251997
2020;Djibuti;Carne de Aves;422300;357395
2020;Somália;Carne de Aves;414372;276007
2020;Libéria;Carne de Aves;411320;428725
2020;Moçambique;Carne de Aves;390500;910007
2020;Uzbequistão;Carne de Aves;382411;479350
2020;Uruguai;Carne de Aves;378103;133844
2020;Congo, República Democrática;Outras Carnes e Miudezas;359781;660178
2020;Cuba;Carne de Aves;358298;193691
2020;China;Outras Carnes e Miudezas;349074;304200
2020;Gabão;Carne de Aves;344185;225044
2020;Marrocos;Carne de Aves;337447;166236
2020;Seicheles;Carne Suína;322047;121692
2020;Aruba;Carne de Aves;320447;283964
2020;Japão;Outras Carnes e Miudezas;313182;206720
2020;Angola;Carne Suína;310667;334206
2020;Guiné;Carne de Aves;302929;218197
2020;Timor Leste;Carne de Aves;298370;255348
2020;Uruguai;Outras Carnes e Miudezas;287426;177084
2020;Guam;Carne Suína;281603;133426
2020;Vietnã;Outras Carnes e Miudezas;278294;295142
2020;Bonaire, Saint Eustatius e Saba;Carne de Aves;275693;220718
2020;Cazaquistão;Carne de Aves;246993;219204
2020;Costa do Marfim;Outras Carnes e Miudezas;246793;574630
2020;Virgens, Ilhas (Britânicas);Carne de Aves;246291;156426
2020;Cabo Verde;Carne de Aves;238650;171126
2020;Congo, República Democrática;Carne de Aves;238068;214479
2020;Montenegro;Carne de Aves;209133;130476
2020;Azerbaijão;Carne Suína;208108;101278
2020;Moldávia;Carne de Aves;207068;125521
2020;África do Sul;Outras Carnes e Miudezas;199206;261648
2020;Gâmbia;Carne de Aves;189942;153000
2020;Cuba;Carne de Aves;187821;54946
2020;Macau;Carne Suína;179001;68009
2020;Angola;Carne Bovina;177646;52018
2020;Granada;Carne de Aves;176638;233831
2020;Jordânia;Carne de Aves;170962;60135
2020;Israel;Carne Bovina;169909;55558
2020;Albânia;Carne Suína;168130;104448
2020;Geórgia;Outras Carnes e Miudezas;167850;238650
2020;Guiné;Carne de Aves;167319;221860
2020;Mauritânia;Carne de Aves;167318;94797
2020;Emirados Árabes Unidos;Carne de Aves;162845;66143
2020;Uruguai;Outras Carnes e Miudezas;159531;40751
2020;Uruguai;Outras Carnes e Miudezas;157634;275530
2020;Japão;Carne de Aves;153804;46779
2020;Moçambique;Carne Suína;152845;60595
2020;Gabão;Carne Bovina;152505;54000
2020;Argentina;Carne de Aves;152026;45090
2020;Libéria;Carne de Aves;149569;104492
2020;Moldávia;Carne Suína;146103;77950
2020;Tailândia;Carne Suína;139226;54803
2020;Hong Kong;Carne Suína;135703;96317
2020;Turcomenistão;Carne de Aves;135516;99960
2020;Japão;Carne de Aves;135087;45171
2020;Somália;Carne de Aves;134449;125554
2020;Libéria;Carne Suína;133875;284882
2020;Anguilla;Carne de Aves;133741;77986
2020;Suriname;Carne de Aves;132283;116029
2020;Hong Kong;Carne de Aves;129643;64222
2020;Congo;Outras Carnes e Miudezas;125049;194768
2020;Geórgia;Carne de Aves;124390;145224
2020;Angola;Carne Bovina;118800;54000
2020;Timor Leste;Carne Suína;118185;52099
2020;Guiné Equatorial;Carne Suína;116741;99920
2020;Emirados Árabes Unidos;Outras Carnes e Miudezas;115317;195404
2020;República Centro-Africana;Carne de Aves;110682;163944
2020;Níger;Carne de Aves;107901;68804
2020;Moçambique;Carne de Aves;101949;82990
2020;Filipinas;Carne de Aves;100978;80958
2020;Albânia;Carne Bovina;100607;25397
2020;Bahamas;Carne Suína;98973;56668
2020;Albânia;Carne Bovina;98553;25516
2020;Tailândia;Carne Bovina;98243;27239
2020;Omã;Carne de Aves;97682;40029
2020;Níger;Carne de Aves;95759;75030
2020;Djibuti;Carne de Aves;90116;57021
2020;Maldivas;Carne de Aves;88564;35610
2020;Geórgia;Carne de Aves;86328;50985
2020;Timor Leste;Carne de Aves;85640;64958
2020;Bonaire, Saint Eustatius e Saba;Carne Suína;84368;45405
2020;Montserrat;Carne de Aves;82482;65684
2020;Haiti;Carne de Aves;81771;102840
2020;República Centro-Africana;Carne de Aves;79276;52996
2020;Sint Maarten;Carne de Aves;79248;90075
2020;Egito;Carne Bovina;77805;27788
2020;Virgens, Ilhas (Britânicas);Carne Suína;77569;26082
2020;Mianmar;Outras Carnes e Miudezas;72428;28083
2020;Benin;Carne de Aves;71356;55301
2020;Singapura;Carne de Aves;71167;25005
2020;Gabão;Outras Carnes e Miudezas;69237;92190
2020;Paraguai;Outras Carnes e Miudezas;69194;8387
2020;Anguilla;Carne Suína;67274;30390
2020;Índia;Carne Suína;65161;24873
2020;Vietnã;Carne Bovina;63780;27000
2020;Tonga;Carne de Aves;63060;42809
2020;Chile;Carne de Aves;61584;24161
2020;Paquistão;Carne de Aves;60145;55608
2020;Costa do Marfim;Carne Bovina;60003;80000
2020;Turquia;Carne Suína;59808;22920
2020;Congo, República Democrática;Carne de Aves;59508;109280
2020;Portugal;Carne de Aves;59128;48617
2020;Uruguai;Carne Suína;56588;21821
2020;Angola;Carne Bovina;56088;27360
2020;Sudão do Sul;Carne de Aves;53110;38426
2020;Seicheles;Carne Suína;52861;27108
2020;Angola;Outras Carnes e Miudezas;52793;294840
2020;Marianas do Norte, Ilhas;Carne Suína;51679;26125
2020;Togo;Carne de Aves;51048;38000
2020;Congo;Carne de Aves;49149;39910
2020;Irã;Carne de Aves;48171;27654
2020;Suíça;Outras Carnes e Miudezas;47398;18900
2020;Hong Kong;Carne de Aves;47012;80993
2020;Bahamas;Carne de Aves;45949;56101
2020;Camarões;Carne de Aves;45245;38936
2020;Comores;Carne Suína;45190;24599
2020;Bermudas;Carne Suína;44132;20953
2020;Tunísia;Carne Bovina;43825;28275
2020;Antígua e Barbuda;Carne de Aves;42961;47572
2020;Guiné-Bissau;Carne de Aves;42731;38995
2020;Cabo Verde;Carne Suína;42489;16503
2020;Geórgia;Outras Carnes e Miudezas;42435;27090
2020;Chade;Carne de Aves;39821;16592
2020;Turcomenistão;Carne Suína;37431;20998
2020;Argentina;Outras Carnes e Miudezas;35878;46000
2020;Hong Kong;Outras Carnes e Miudezas;34449;16846
2020;Camarões;Carne de Aves;34034;26950
2020;Irlanda;Carne de Aves;33832;25005
2020;Líbano;Carne de Aves;31912;12011
2020;Guiné Equatorial;Carne de Aves;31724;31030
2020;Mayotte;Carne de Aves;31126;27500
2020;Etiópia;Carne de Aves;30286;17812
2020;Coreia do Sul;Carne Suína;30119;13836
2020;Chade;Carne de Aves;29350;16200
2020;Turquia;Carne de Aves;29027;16000
2020;Paraguai;Carne de Aves;28685;23004
2020;Serra Leoa;Carne de Aves;28038;26978
2020;Tanzânia;Carne de Aves;26844;20475
2020;Argentina;Carne de Aves;26674;22995
2020;Sudão do Sul;Carne de Aves;26304;24552
2020;Tunísia;Carne de Aves;26244;111200
2020;Turquia;Carne de Aves;25025;19890
2020;Nova Caledônia;Carne de Aves;24299;21142
2020;Jordânia;Carne de Aves;24148;13717
2020;Emirados Árabes Unidos;Carne de Aves;23521;16641
2020;Cabo Verde;Carne de Aves;23270;17997
2020;Costa do Marfim;Outras Carnes e Miudezas;22924;27084
2020;Curaçao;Carne de Aves;21224;16034
2020;Seicheles;Carne Suína;21176;9413
2020;Paraguai;Carne de Aves;21150;7050
2020;Líbano;Carne de Aves;21022;16772
2020;Panamá;Carne Bovina;20393;3602
2020;Benin;Carne de Aves;20232;18024
2020;África do Sul;Outras Carnes e Miudezas;19859;111000
2020;Marshall, Ilhas;Carne Bovina;19190;3386
2020;Gabão;Carne de Aves;19167;15900
2020;Cabo Verde;Outras Carnes e Miudezas;18766;27800
2020;São Tomé e Príncipe;Carne de Aves;18070;57598
2020;África do Sul;Carne de Aves;17880;6798
2020;Libéria;Carne Bovina;17714;2791
2020;Panamá;Carne Suína;17450;5176
2020;Emirados Árabes Unidos;Carne Suína;16320;9763
2020;Marshall, Ilhas;Carne Suína;15847;4625
2020;Catar;Carne de Aves;15465;3180
2020;Seicheles;Carne de Aves;15327;15000
2020;Singapura;Outras Carnes e Miudezas;15257;15020
2020;Chade;Carne de Aves;13780;6537
2020;República Centro-Africana;Carne de Aves;13572;9930
2020;Antígua e Barbuda;Carne de Aves;13495;11869
2020;Libéria;Carne de Aves;13329;53201
2020;Namíbia;Carne de Aves;12958;54000
2020;Gana;Carne Suína;12903;7000
2020;Costa do Marfim;Carne Suína;12150;27000
2020;Albânia;Carne de Aves;11733;9050
2020;Guiné Equatorial;Outras Carnes e Miudezas;11238;27660
2020;Japão;Outras Carnes e Miudezas;11193;9060
2020;Estados Unidos;Outras Carnes e Miudezas;11094;3600
2020;Hong Kong;Outras Carnes e Miudezas;10800;6000
2020;Cayman, Ilhas;Carne de Aves;10354;5622
2020;Bermudas;Carne de Aves;10101;7605
2020;Chile;Carne de Aves;9854;7775
2020;Nova Caledônia;Carne de Aves;9665;5400
2020;Costa do Marfim;Carne de Aves;9544;9999
2020;Bahamas;Carne Bovina;9482;1522
2020;Gâmbia;Carne de Aves;9196;6066
2020;Chile;Carne de Aves;8897;17526
2020;Curaçao;Carne de Aves;8870;10515
2020;Bahamas;Carne de Aves;8700;7423
2020;Marshall, Ilhas;Outras Carnes e Miudezas;7435;839
2020;Seicheles;Outras Carnes e Miudezas;7350;3500
2020;Líbano;Outras Carnes e Miudezas;7292;21273
2020;Marshall, Ilhas;Carne de Aves;7256;3707
2020;Togo;Carne de Aves;7103;9001
2020;Granada;Outras Carnes e Miudezas;7099;18195
2020;Panamá;Carne de Aves;6819;3741
2020;Libéria;Carne de Aves;6719;4782
2020;Singapura;Carne Bovina;6498;1182
2020;Guiné;Outras Carnes e Miudezas;6322;3614
2020;Marshall, Ilhas;Carne de Aves;6266;3661
2020;Panamá;Carne de Aves;6086;3743
2020;Macau;Carne Suína;6000;6000
2020;Macau;Outras Carnes e Miudezas;5976;1992
2020;Libéria;Carne Bovina;5945;1075
2020;Congo, República Democrática;Carne Suína;5592;6000
2020;Irã;Carne Bovina;5417;820
2020;Jersey;Carne de Aves;5346;3240
2020;França;Carne Suína;5310;6880
2020;Grécia;Carne Bovina;4929;825
2020;Malta;Carne Suína;4649;1237
2020;Turcomenistão;Carne de Aves;4356;3600
2020;Países Baixos (Holanda);Carne Bovina;4329;253
2020;Costa do Marfim;Carne de Aves;4193;3500
2020;Países Baixos (Holanda);Carne Suína;4121;749
2020;Malta;Carne Bovina;3927;756
2020;Granada;Carne Suína;3911;1500
2020;Argentina;Carne Suína;3687;2000
2020;Marshall, Ilhas;Carne Suína;3634;1226
2020;Peru;Carne de Aves;3428;3000
2020;Seicheles;Outras Carnes e Miudezas;3400;2000
2020;Panamá;Outras Carnes e Miudezas;3365;420
2020;Países Baixos (Holanda);Carne Bovina;3359;330
2020;Panamá;Carne Suína;3252;1196
2020;Panamá;Outras Carnes e Miudezas;3176;691
2020;Etiópia;Carne de Aves;3135;2800
2020;Coveite (Kuweit);Carne de Aves;3124;1980
2020;Chipre;Carne Suína;3119;844
2020;Noruega;Carne Bovina;3010;543
2020;Singapura;Outras Carnes e Miudezas;2999;1935
2020;Guiné-Bissau;Carne de Aves;2921;2000
2020;Libéria;Carne Suína;2816;994
2020;Alemanha;Carne Suína;2787;1151
2020;Libéria;Outras Carnes e Miudezas;2777;315
2020;Países Baixos (Holanda);Carne Bovina;2732;218
2020;Sint Maarten;Carne Suína;2700;2607
2020;Marshall, Ilhas;Outras Carnes e Miudezas;2611;565
2020;Marshall, Ilhas;Outras Carnes e Miudezas;2611;263
2020;Libéria;Outras Carnes e Miudezas;2554;13559
2020;Dinamarca;Carne Bovina;2523;379
2020;Chipre;Carne Bovina;2512;518
2020;Marshall, Ilhas;Outras Carnes e Miudezas;2474;823
2020;Grécia;Carne Suína;2449;763
2020;Togo;Carne de Aves;2404;2004
2020;Portugal;Carne Bovina;2329;469
2020;Moldávia;Carne de Aves;2311;1991
2020;Marshall, Ilhas;Carne Bovina;2274;617
2020;Libéria;Carne de Aves;2238;841
2020;Bermudas;Carne de Aves;2211;1501
2020;Cayman, Ilhas;Carne Suína;2145;505
2020;Bahamas;Outras Carnes e Miudezas;2129;233
2020;Anguilla;Outras Carnes e Miudezas;2119;2990
2020;Libéria;Outras Carnes e Miudezas;2107;436
2020;Panamá;Carne Bovina;2059;548
2020;Libéria;Outras Carnes e Miudezas;2048;418
2020;Libéria;Carne Suína;2004;346
2020;Panamá;Carne Bovina;1999;439
2020;Libéria;Outras Carnes e Miudezas;1949;746
2020;Irã;Outras Carnes e Miudezas;1890;219
2020;Noruega;Carne Suína;1804;600
2020;Panamá;Outras Carnes e Miudezas;1777;615
2020;Libéria;Carne de Aves;1605;290
2020;Hong Kong;Outras Carnes e Miudezas;1577;158
2020;Alemanha;Carne de Aves;1575;1077
2020;Marshall, Ilhas;Carne Suína;1571;475
2020;Anguilla;Carne de Aves;1527;2100
2020;Alemanha;Carne Bovina;1523;354
2020;Malta;Carne de Aves;1503;1005
2020;Panamá;Carne Suína;1473;664
2020;Panamá;Outras Carnes e Miudezas;1393;318
2020;Libéria;Carne Bovina;1344;362
2020;Noruega;Carne de Aves;1331;888
2020;Hong Kong;Outras Carnes e Miudezas;1216;153
2020;Irã;Carne Bovina;1195;207
2020;Bahamas;Carne Suína;1193;373
2020;Bahamas;Outras Carnes e Miudezas;1192;239
2020;Panamá;Carne Suína;1166;432
2020;Irã;Outras Carnes e Miudezas;1134;146
2020;China;Carne Bovina;1133;233
2020;Irã;Carne de Aves;1121;714
2020;Singapura;Carne Bovina;1116;332
2020;Macau;Outras Carnes e Miudezas;1100;2000
2020;Dinamarca;Carne de Aves;1100;321
2020;Libéria;Outras Carnes e Miudezas;1088;420
2020;Anguilla;Carne de Aves;1081;988
2020;Singapura;Outras Carnes e Miudezas;1064;249
2020;Países Baixos (Holanda);Carne de Aves;1047;310
2020;Marshall, Ilhas;Outras Carnes e Miudezas;1036;216
2020;Noruega;Carne de Aves;1028;548
2020;Honduras;Outras Carnes e Miudezas;1020;1500
2020;Malta;Carne de Aves;1004;467
2020;Bahamas;Outras Carnes e Miudezas;988;97
2020;Chipre;Carne de Aves;967;662
2020;Grécia;Carne de Aves;929;642
2020;Grécia;Carne Bovina;888;118
2020;Hong Kong;Outras Carnes e Miudezas;879;206
2020;Marshall, Ilhas;Carne de Aves;868;156
2020;Panamá;Outras Carnes e Miudezas;859;264
2020;Irã;Carne Bovina;835;182
2020;Malta;Carne Suína;825;324
2020;Reino Unido;Carne Suína;818;231
2020;Irã;Outras Carnes e Miudezas;809;257
2020;Japão;Carne Bovina;800;50
2020;Panamá;Outras Carnes e Miudezas;797;87
2020;China;Outras Carnes e Miudezas;795;163
2020;Singapura;Carne Suína;765;267
2020;Panamá;Outras Carnes e Miudezas;763;132
2020;China;Carne Suína;737;316
2020;Singapura;Outras Carnes e Miudezas;723;236
2020;Malta;Outras Carnes e Miudezas;716;153
2020;Noruega;Carne Bovina;710;186
2020;Marshall, Ilhas;Carne Suína;705;225
2020;Bonaire, Saint Eustatius e Saba;Carne de Aves;701;611
2020;Singapura;Outras Carnes e Miudezas;701;87
2020;Países Baixos (Holanda);Carne Bovina;699;103
2020;Panamá;Outras Carnes e Miudezas;698;291
2020;Países Baixos (Holanda);Carne Suína;665;137
2020;Bahamas;Outras Carnes e Miudezas;638;114
2020;Grécia;Outras Carnes e Miudezas;635;76
2020;Singapura;Outras Carnes e Miudezas;635;62
2020;Bahamas;Carne Bovina;633;161
2020;Libéria;Outras Carnes e Miudezas;625;72
2020;Alemanha;Carne Bovina;620;114
2020;Libéria;Outras Carnes e Miudezas;604;160
2020;Hong Kong;Carne Bovina;600;164
2020;Bahamas;Outras Carnes e Miudezas;594;217
2020;Malta;Outras Carnes e Miudezas;590;44
2020;Camboja;Outras Carnes e Miudezas;589;1338
2020;Gâmbia;Carne de Aves;587;503
2020;Chipre;Carne Suína;585;185
2020;Chipre;Carne Bovina;578;165
2020;Turquia;Carne Bovina;578;90
2020;Libéria;Carne Suína;569;207
2020;Marshall, Ilhas;Outras Carnes e Miudezas;566;166
2020;Montserrat;Carne Suína;558;250
2020;Libéria;Carne Bovina;534;135
2020;Chipre;Carne de Aves;526;346
2020;Singapura;Outras Carnes e Miudezas;519;94
2020;Panamá;Carne de Aves;504;88
2020;Chipre;Outras Carnes e Miudezas;503;203
2020;Hong Kong;Carne Suína;493;204
2020;Noruega;Outras Carnes e Miudezas;493;118
2020;Reino Unido;Carne Bovina;475;94
2020;Noruega;Outras Carnes e Miudezas;460;44
2020;Sint Maarten;Outras Carnes e Miudezas;454;1200
2020;Hong Kong;Outras Carnes e Miudezas;454;113
2020;Chile;Carne Suína;453;80
2020;Coreia do Sul;Carne de Aves;441;100
2020;Grécia;Carne Bovina;438;111
2020;Dinamarca;Carne de Aves;432;160
2020;Grécia;Outras Carnes e Miudezas;430;78
2020;Singapura;Outras Carnes e Miudezas;428;55
2020;Noruega;Carne Suína;422;88
2020;Chipre;Carne Suína;420;184
2020;Noruega;Outras Carnes e Miudezas;418;50
2020;Marshall, Ilhas;Outras Carnes e Miudezas;405;166
2020;Grécia;Carne de Aves;403;216
2020;Malta;Outras Carnes e Miudezas;392;50
2020;Singapura;Outras Carnes e Miudezas;391;72
2020;Hong Kong;Outras Carnes e Miudezas;380;164
2020;Suíça;Outras Carnes e Miudezas;377;40
2020;Grécia;Carne Suína;373;166
2020;Alemanha;Outras Carnes e Miudezas;373;44
2020;Malta;Outras Carnes e Miudezas;372;133
2020;Grécia;Outras Carnes e Miudezas;362;95
2020;Dinamarca;Carne Suína;356;120
2020;Malta;Carne de Aves;356;66
2020;Dinamarca;Outras Carnes e Miudezas;352;66
2020;Filipinas;Carne Bovina;345;48
2020;Libéria;Carne Suína;343;144
2020;Croácia;Outras Carnes e Miudezas;342;39
2020;Malta;Outras Carnes e Miudezas;342;39
2020;Alemanha;Carne Suína;339;126
2020;Coreia do Sul;Carne Bovina;336;50
2020;Sint Maarten;Carne de Aves;334;299
2020;Malta;Carne Bovina;329;86
2020;Países Baixos (Holanda);Outras Carnes e Miudezas;327;20
2020;Noruega;Outras Carnes e Miudezas;319;39
2020;Alemanha;Outras Carnes e Miudezas;313;68
2020;Bahamas;Outras Carnes e Miudezas;313;46
2020;Marshall, Ilhas;Outras Carnes e Miudezas;312;84
2020;Malta;Outras Carnes e Miudezas;310;104
2020;Suíça;Carne Suína;308;100
2020;Países Baixos (Holanda);Carne de Aves;300;9
2020;Cayman, Ilhas;Carne de Aves;298;141
2020;Marshall, Ilhas;Carne de Aves;296;74
2020;Cayman, Ilhas;Carne Bovina;295;46
2020;Malta;Carne de Aves;294;27
2020;Japão;Carne Suína;288;50
2020;Malta;Outras Carnes e Miudezas;277;48
2020;Países Baixos (Holanda);Carne Suína;276;71
2020;Libéria;Carne Suína;274;102
2020;Bahamas;Outras Carnes e Miudezas;260;75
2020;Croácia;Carne Suína;256;68
2020;Dinamarca;Outras Carnes e Miudezas;249;30
2020;Reino Unido;Outras Carnes e Miudezas;246;28
2020;Bahamas;Carne Suína;242;69
2020;Alemanha;Outras Carnes e Miudezas;239;210
2020;Marshall, Ilhas;Carne Suína;239;115
2020;Noruega;Carne Suína;239;86
2020;Panamá;Outras Carnes e Miudezas;232;72
2020;Singapura;Carne de Aves;232;31
2020;Malta;Carne Suína;231;110
2020;Alemanha;Carne Bovina;231;52
2020;Irã;Outras Carnes e Miudezas;228;100
2020;Alemanha;Outras Carnes e Miudezas;228;56
2020;Bahamas;Outras Carnes e Miudezas;227;72
2020;Marshall, Ilhas;Carne de Aves;225;50
2020;Libéria;Outras Carnes e Miudezas;224;60
2020;Países Baixos (Holanda);Outras Carnes e Miudezas;219;33
2020;Itália;Carne Bovina;219;24
2020;Croácia;Carne Bovina;217;49
2020;Suíça;Carne de Aves;212;90
2020;Panamá;Carne de Aves;205;47
2020;Hong Kong;Carne Suína;201;9
2020;Hong Kong;Outras Carnes e Miudezas;193;104
2020;Chipre;Carne Suína;189;106
2020;Panamá;Carne Suína;179;49
2020;Marshall, Ilhas;Carne Suína;178;56
2020;Irã;Outras Carnes e Miudezas;178;40
2020;Alemanha;Outras Carnes e Miudezas;177;76
2020;Marshall, Ilhas;Outras Carnes e Miudezas;174;68
2020;Marshall, Ilhas;Outras Carnes e Miudezas;169;29
2020;Portugal;Outras Carnes e Miudezas;166;33
2020;Chipre;Carne Suína;165;72
2020;Bahamas;Carne de Aves;165;34
2020;Noruega;Outras Carnes e Miudezas;164;51
2020;Alemanha;Carne de Aves;163;24
2020;Chipre;Outras Carnes e Miudezas;160;35
2020;Chile;Carne Bovina;159;70
2020;Malta;Carne Suína;158;39
2020;Panamá;Outras Carnes e Miudezas;153;80
2020;Marshall, Ilhas;Outras Carnes e Miudezas;151;20
2020;Grécia;Outras Carnes e Miudezas;149;20
2020;Marshall, Ilhas;Outras Carnes e Miudezas;149;19
2020;Suriname;Carne de Aves;148;150
2020;Reino Unido;Outras Carnes e Miudezas;148;35
2020;Panamá;Carne de Aves;146;37
2020;Malta;Outras Carnes e Miudezas;143;40
2020;Bahamas;Carne Suína;139;73
2020;Noruega;Carne de Aves;134;21
2020;Cayman, Ilhas;Carne Suína;130;36
2020;Portugal;Outras Carnes e Miudezas;129;22
2020;Países Baixos (Holanda);Outras Carnes e Miudezas;127;54
2020;Chipre;Outras Carnes e Miudezas;125;34
2020;Hong Kong;Outras Carnes e Miudezas;124;61
2020;Dinamarca;Carne Bovina;120;34
2020;Chipre;Outras Carnes e Miudezas;120;20
2020;Grécia;Outras Carnes e Miudezas;119;12
2020;Portugal;Carne Suína;118;45
2020;Panamá;Outras Carnes e Miudezas;116;50
2020;China;Outras Carnes e Miudezas;115;45
2020;Portugal;Outras Carnes e Miudezas;114;20
2020;Malta;Carne Bovina;114;14
2020;China;Outras Carnes e Miudezas;112;17
2020;Croácia;Carne de Aves;111;36
2020;Bahamas;Outras Carnes e Miudezas;109;10
2020;Chipre;Outras Carnes e Miudezas;106;16
2020;Singapura;Outras Carnes e Miudezas;101;34
2020;Filipinas;Outras Carnes e Miudezas;101;23
2020;Portugal;Outras Carnes e Miudezas;98;55
2020;Chipre;Outras Carnes e Miudezas;98;25
2020;Hong Kong;Carne de Aves;97;22
2020;Dinamarca;Outras Carnes e Miudezas;97;20
2020;Portugal;Outras Carnes e Miudezas;97;12
2020;Grécia;Carne Suína;95;32
2020;Croácia;Outras Carnes e Miudezas;95;27
2020;Panamá;Carne Suína;94;35
2020;Croácia;Outras Carnes e Miudezas;94;26
2020;Panamá;Outras Carnes e Miudezas;94;25
2020;Grécia;Outras Carnes e Miudezas;94;22
2020;Noruega;Carne Suína;90;15
2020;Filipinas;Carne Suína;89;43
2020;Chipre;Carne de Aves;87;16
2020;Reino Unido;Outras Carnes e Miudezas;87;9
2020;Croácia;Outras Carnes e Miudezas;85;18
2020;Panamá;Outras Carnes e Miudezas;83;31
2020;Chipre;Outras Carnes e Miudezas;81;20
2020;Grécia;Carne Suína;79;96
2020;Portugal;Outras Carnes e Miudezas;76;20
2020;Alemanha;Outras Carnes e Miudezas;72;21
2020;Chipre;Outras Carnes e Miudezas;72;20
2020;Hong Kong;Carne Suína;70;31
2020;Panamá;Carne de Aves;65;40
2020;Grécia;Outras Carnes e Miudezas;65;21
2020;Singapura;Carne de Aves;65;18
2020;Chipre;Outras Carnes e Miudezas;63;25
2020;Países Baixos (Holanda);Outras Carnes e Miudezas;63;18
2020;Bahamas;Carne Suína;63;13
2020;Bélgica;Carne Bovina;62;30
2020;Libéria;Outras Carnes e Miudezas;62;10
2020;Japão;Outras Carnes e Miudezas;61;10
2020;Arábia Saudita;Carne de Aves;60;60
2020;Cayman, Ilhas;Carne de Aves;58;15
2020;Bahamas;Outras Carnes e Miudezas;57;21
2020;Bélgica;Outras Carnes e Miudezas;57;15
2020;Libéria;Outras Carnes e Miudezas;55;45
2020;Alemanha;Carne Suína;53;50
2020;Marshall, Ilhas;Outras Carnes e Miudezas;53;27
2020;Malta;Outras Carnes e Miudezas;51;20
2020;Noruega;Outras Carnes e Miudezas;51;10
2020;Bahamas;Carne de Aves;50;17
2020;Bahamas;Outras Carnes e Miudezas;50;15
2020;Malta;Outras Carnes e Miudezas;49;10
2020;Singapura;Outras Carnes e Miudezas;48;10
2020;Reino Unido;Outras Carnes e Miudezas;47;14
